name	CAZy	n
Schco3	GT 22	3
Schco3	GT 24	1
Schco3	GT 3	1
Schco3	GT 31	1
Schco3	GT 32	3
Schco3	GT 33	1
Schco3	GT 35	1
Schco3	GT 39	3
Schco3	GT 4	4
Schco3	GT 48	2
Schco3	GT 49	1
Schco3	GT 5	2
Schco3	GT 50	1
Schco3	GT 57	2
Schco3	GT 58	1
Schco3	GT 59	1
Schco3	GT 66	1
Schco3	GT 69	2
Schco3	GT 76	1
Schco3	GT 8	5
Schco3	GT 90	7
Schco3	PL 1	5
Schco3	PL 14	2
Schco3	PL 26	1
Schco3	PL 3	4
Schco3	PL 35	1
Schco3	PL 38	1
Schco3	PL 4	3
Schco3	PL 42	1
Schco3	PL 8	1
Schco3	PL 9	3
Schpo1	AA 1	1
Schpo1	AA 6	1
Schpo1	CBM 1	2
Schpo1	CBM 43	2
Schpo1	CBM 48	1
Schpo1	CBM 52	3
Schpo1	CE 4	1
Schpo1	GH 125	1
Schpo1	GH 128	1
Schpo1	GH 13	13
Schpo1	GH 132	3
Schpo1	GH 15	2
Schpo1	GH 16	3
Schpo1	GH 17	1
Schpo1	GH 18	1
Schpo1	GH 27	1
Schpo1	GH 3	1
Schpo1	GH 31	4
Schpo1	GH 32	2
Schpo1	GH 37	1
Schpo1	GH 38	1
Schpo1	GH 47	2
Schpo1	GH 5	3
Schpo1	GH 63	1
Schpo1	GH 71	2
Schpo1	GH 72	4
Schpo1	GH 76	4
Schpo1	GH 81	2
Schpo1	GT 1	2
Schpo1	GT 15	6
Schpo1	GT 2	4
Schpo1	GT 20	5
Schpo1	GT 22	4
Schpo1	GT 24	1
Schpo1	GT 31	1
Schpo1	GT 32	4
Schpo1	GT 33	1
Schpo1	GT 34	7
Schpo1	GT 39	3
Schpo1	GT 4	3
Schpo1	GT 48	4
Schpo1	GT 5	5
Schpo1	GT 50	1
Schpo1	GT 57	2
Schpo1	GT 58	1
Schpo1	GT 59	1
Schpo1	GT 62	2
Schpo1	GT 66	1
Schpo1	GT 76	1
Schpo1	GT 8	3
Tripar1	AA 1	8
Tripar1	AA 11	3
Tripar1	AA 12	1
Tripar1	AA 14	2
Tripar1	AA 2	1
Tripar1	AA 3	11
Tripar1	AA 5	1
Tripar1	AA 6	1
Tripar1	AA 9	3
Tripar1	CBM 1	13
Tripar1	CBM 1 	1
Tripar1	CBM 13	2
Tripar1	CBM 18	9
Tripar1	CBM 20	1
Tripar1	CBM 21	1
Tripar1	CBM 24	4
Tripar1	CBM 32	1
Tripar1	CBM 42	2
Tripar1	CBM 43	2
Tripar1	CBM 48	3
Tripar1	CBM 50	20
Tripar1	CBM 66	3
Tripar1	CBM 91	1
Tripar1	CBM 92	1
Tripar1	CE 15	1
Tripar1	CE 16	2
Tripar1	CE 4	3
Tripar1	CE 5	4
Tripar1	CE 9	1
Tripar1	Expansins	6
Tripar1	GH 1	2
Tripar1	GH 10	1
Tripar1	GH 105	1
Tripar1	GH 11	3
Tripar1	GH 115	1
Tripar1	GH 12	2
Tripar1	GH 125	2
Tripar1	GH 128	4
Tripar1	GH 13	5
Tripar1	GH 132	2
Tripar1	GH 133	1
Tripar1	GH 15	2
Tripar1	GH 152	1
Tripar1	GH 154	1
Tripar1	GH 16	14
Tripar1	GH 17	5
Tripar1	GH 18	21
Tripar1	GH 2	7
Tripar1	GH 20	3
Tripar1	GH 24	1
Tripar1	GH 25	1
Tripar1	GH 27	8
Tripar1	GH 28	5
Tripar1	GH 3	13
Tripar1	GH 30	5
Tripar1	GH 31	4
Tripar1	GH 35	1
Tripar1	GH 36	2
Tripar1	GH 37	2
Tripar1	GH 38	1
Tripar1	GH 39	1
Tripar1	GH 43	2
Tripar1	GH 45	1
Tripar1	GH 47	8
Tripar1	GH 5	8
Tripar1	GH 54	2
Tripar1	GH 55	6
Tripar1	GH 6	1
Tripar1	GH 62	1
Tripar1	GH 63	1
Tripar1	GH 64	3
Tripar1	GH 65	2
Tripar1	GH 67	1
Tripar1	GH 7	2
Tripar1	GH 71	4
Tripar1	GH 72	5
Tripar1	GH 74	1
Tripar1	GH 75	3
Tripar1	GH 76	7
Tripar1	GH 78	1
Tripar1	GH 79	3
Tripar1	GH 81	2
Tripar1	GH 89	2
Tripar1	GH 92	7
Tripar1	GH 95	4
Tripar1	GT 1	7
Tripar1	GT 15	5
Tripar1	GT 17	1
Tripar1	GT 2	15
Tripar1	GT 20	4
Tripar1	GT 21	1
Tripar1	GT 22	4
Tripar1	GT 24	1
Tripar1	GT 25	1
Tripar1	GT 3	1
Tripar1	GT 31	7
Tripar1	GT 32	7
Tripar1	GT 33	1
Tripar1	GT 34	2
Tripar1	GT 35	1
Tripar1	GT 39	3
Tripar1	GT 4	5
Tripar1	GT 41	1
Tripar1	GT 48	1
Tripar1	GT 50	1
Tripar1	GT 57	2
Tripar1	GT 58	1
Tripar1	GT 59	1
Tripar1	GT 62	3
Tripar1	GT 64	2
Tripar1	GT 66	1
Tripar1	GT 69	4
Tripar1	GT 71	1
Tripar1	GT 76	1
Tripar1	GT 8	3
Tripar1	GT 90	6
Tripar1	PL 20	2
Tripar1	PL 38	1
Tripar1	PL 7	2
Tripar1	PL 8	1
Trire2	AA 1	8
Trire2	AA 11	3
Trire2	AA 12	1
Trire2	AA 14	1
Trire2	AA 2	1
Trire2	AA 3	12
Trire2	AA 5	1
Trire2	AA 6	1
Trire2	AA 7	1
Trire2	AA 9	2
Trire2	AA 9 	1
Trire2	CBM 1	2
Trire2	CBM 1 	11
Trire2	CBM 1  	1
Trire2	CBM 13	2
Trire2	CBM 18 	7
Trire2	CBM 20 	1
Trire2	CBM 21	1
Trire2	CBM 24 	4
Trire2	CBM 32 	1
Trire2	CBM 42 	2
Trire2	CBM 43 	2
Trire2	CBM 48	2
Trire2	CBM 48 	1
Trire2	CBM 50	4
Trire2	CBM 50 	8
Trire2	CBM 66	1
Trire2	CBM 66 	1
Trire2	CBM 91 	1
Trire2	CBM 92 	1
Trire2	CE 15	1
Trire2	CE 16	2
Trire2	CE 4	3
Trire2	CE 5	4
Trire2	CE 9	1
Trire2	Expansins	7
Trire2	GH 1	2
Trire2	GH 10	1
Trire2	GH 105	1
Trire2	GH 11	3
Trire2	GH 115	1
Trire2	GH 12	2
Trire2	GH 125	2
Trire2	GH 128	4
Trire2	GH 13	5
Trire2	GH 132	2
Trire2	GH 133 	1
Trire2	GH 15	2
Trire2	GH 152	1
Trire2	GH 154	1
Trire2	GH 16	16
Trire2	GH 17	5
Trire2	GH 18	19
Trire2	GH 2	7
Trire2	GH 20	3
Trire2	GH 24	1
Trire2	GH 25	1
Trire2	GH 27	8
Trire2	GH 28	4
Trire2	GH 3	13
Trire2	GH 30	5
Trire2	GH 31	4
Trire2	GH 35	1
Trire2	GH 36	2
Trire2	GH 37	2
Trire2	GH 38	1
Trire2	GH 39	1
Trire2	GH 43	2
Trire2	GH 45	1
Trire2	GH 47	8
Trire2	GH 5	8
Trire2	GH 54	2
Trire2	GH 55	6
Trire2	GH 6	1
Trire2	GH 62	1
Trire2	GH 63	1
Trire2	GH 64	3
Trire2	GH 65	2
Trire2	GH 67	1
Trire2	GH 7	2
Trire2	GH 71	4
Trire2	GH 72	5
Trire2	GH 74	1
Trire2	GH 75	3
Trire2	GH 76	7
Trire2	GH 78	1
Trire2	GH 79	4
Trire2	GH 81	2
Trire2	GH 89	2
Trire2	GH 92	7
Trire2	GH 95	4
Trire2	GT 1	8
Trire2	GT 15	4
Trire2	GT 17	1
Trire2	GT 2	13
Trire2	GT 2 	2
Trire2	GT 20	4
Trire2	GT 21	1
Trire2	GT 22	4
Trire2	GT 24	1
Trire2	GT 25	1
Trire2	GT 3	1
Trire2	GT 31	7
Trire2	GT 32	8
Trire2	GT 33	1
Trire2	GT 34	2
Trire2	GT 35	1
Trire2	GT 39	3
Trire2	GT 4	5
Trire2	GT 41	1
Trire2	GT 48	1
Trire2	GT 50	1
Trire2	GT 57	2
Trire2	GT 58	1
Trire2	GT 59	1
Trire2	GT 62	3
Trire2	GT 64	2
Trire2	GT 66	1
Trire2	GT 69	4
Trire2	GT 71	1
Trire2	GT 76	1
Trire2	GT 8	3
Trire2	GT 90	6
Trire2	PL 20	2
Trire2	PL 38	1
Trire2	PL 7	2
Trire2	PL 8	1
TriviGv29_8_2	AA 1	9
TriviGv29_8_2	AA 11	4
TriviGv29_8_2	AA 12	1
TriviGv29_8_2	AA 14	2
TriviGv29_8_2	AA 2	1
TriviGv29_8_2	AA 3	16
TriviGv29_8_2	AA 5	1
TriviGv29_8_2	AA 6	1
TriviGv29_8_2	AA 7	1
TriviGv29_8_2	AA 9	3
TriviGv29_8_2	CBM 1	23
TriviGv29_8_2	CBM 1 	1
TriviGv29_8_2	CBM 13	3
TriviGv29_8_2	CBM 18	21
TriviGv29_8_2	CBM 20	1
TriviGv29_8_2	CBM 21	1
TriviGv29_8_2	CBM 24	4
TriviGv29_8_2	CBM 32	1
TriviGv29_8_2	CBM 35	1
TriviGv29_8_2	CBM 42	2
TriviGv29_8_2	CBM 43	3
TriviGv29_8_2	CBM 48	3
TriviGv29_8_2	CBM 50	40
TriviGv29_8_2	CBM 66	5
TriviGv29_8_2	CBM 91	2
TriviGv29_8_2	CBM 92	1
TriviGv29_8_2	CE 15	1
TriviGv29_8_2	CE 16	3
TriviGv29_8_2	CE 4	4
TriviGv29_8_2	CE 5	6
TriviGv29_8_2	CE 8	2
TriviGv29_8_2	CE 9	1
TriviGv29_8_2	Expansins	10
TriviGv29_8_2	GH 1	2
TriviGv29_8_2	GH 10	2
TriviGv29_8_2	GH 105	1
TriviGv29_8_2	GH 11	4
TriviGv29_8_2	GH 114	1
TriviGv29_8_2	GH 115	1
TriviGv29_8_2	GH 12	4
TriviGv29_8_2	GH 125	2
TriviGv29_8_2	GH 128	5
TriviGv29_8_2	GH 13	6
TriviGv29_8_2	GH 132	2
TriviGv29_8_2	GH 133	1
TriviGv29_8_2	GH 15	2
TriviGv29_8_2	GH 152	1
TriviGv29_8_2	GH 154	2
TriviGv29_8_2	GH 16	17
TriviGv29_8_2	GH 17	5
TriviGv29_8_2	GH 18	34
TriviGv29_8_2	GH 2	11
TriviGv29_8_2	GH 20	3
TriviGv29_8_2	GH 24	1
TriviGv29_8_2	GH 25	1
TriviGv29_8_2	GH 26	2
TriviGv29_8_2	GH 27	10
TriviGv29_8_2	GH 28	6
TriviGv29_8_2	GH 3	18
TriviGv29_8_2	GH 30	6
TriviGv29_8_2	GH 31	5
TriviGv29_8_2	GH 32	1
TriviGv29_8_2	GH 35	1
TriviGv29_8_2	GH 36	2
TriviGv29_8_2	GH 37	2
TriviGv29_8_2	GH 38	2
TriviGv29_8_2	GH 39	1
TriviGv29_8_2	GH 43	3
TriviGv29_8_2	GH 45	2
TriviGv29_8_2	GH 47	8
TriviGv29_8_2	GH 49	1
TriviGv29_8_2	GH 5	12
TriviGv29_8_2	GH 54	2
TriviGv29_8_2	GH 55	10
TriviGv29_8_2	GH 6	1
TriviGv29_8_2	GH 62	3
TriviGv29_8_2	GH 63	1
TriviGv29_8_2	GH 64	3
TriviGv29_8_2	GH 65	2
TriviGv29_8_2	GH 67	2
TriviGv29_8_2	GH 7	2
TriviGv29_8_2	GH 71	5
TriviGv29_8_2	GH 72	6
TriviGv29_8_2	GH 74	1
TriviGv29_8_2	GH 75	5
TriviGv29_8_2	GH 76	8
TriviGv29_8_2	GH 78	3
TriviGv29_8_2	GH 79	4
TriviGv29_8_2	GH 81	2
TriviGv29_8_2	GH 88	3
TriviGv29_8_2	GH 89	2
TriviGv29_8_2	GH 92	7
TriviGv29_8_2	GH 93	1
TriviGv29_8_2	GH 95	4
TriviGv29_8_2	GT 1	9
TriviGv29_8_2	GT 15	4
TriviGv29_8_2	GT 17	1
TriviGv29_8_2	GT 2	17
TriviGv29_8_2	GT 20	5
TriviGv29_8_2	GT 21	1
TriviGv29_8_2	GT 22	4
TriviGv29_8_2	GT 24	1
TriviGv29_8_2	GT 25	1
TriviGv29_8_2	GT 3	1
TriviGv29_8_2	GT 31	8
TriviGv29_8_2	GT 32	9
TriviGv29_8_2	GT 33	1
TriviGv29_8_2	GT 34	2
TriviGv29_8_2	GT 35	1
TriviGv29_8_2	GT 39	3
TriviGv29_8_2	GT 4	5
TriviGv29_8_2	GT 41	1
TriviGv29_8_2	GT 48	1
TriviGv29_8_2	GT 50	1
TriviGv29_8_2	GT 57	2
TriviGv29_8_2	GT 58	1
TriviGv29_8_2	GT 59	1
TriviGv29_8_2	GT 61	1
TriviGv29_8_2	GT 62	3
TriviGv29_8_2	GT 64	2
TriviGv29_8_2	GT 66	1
TriviGv29_8_2	GT 69	5
TriviGv29_8_2	GT 71	1
TriviGv29_8_2	GT 76	1
TriviGv29_8_2	GT 8	4
TriviGv29_8_2	GT 90	6
TriviGv29_8_2	PL 20	2
TriviGv29_8_2	PL 38	2
TriviGv29_8_2	PL 7	3
TriviGv29_8_2	PL 8	1
Ustma2_2	AA 1	6
Ustma2_2	AA 10	1
Ustma2_2	AA 2	2
Ustma2_2	AA 3	9
Ustma2_2	AA 5	4
Ustma2_2	AA 6	1
Ustma2_2	CBM 18 	2
Ustma2_2	CBM 21	1
Ustma2_2	CBM 35 	1
Ustma2_2	CBM 43 	1
Ustma2_2	CBM 48 	1
Ustma2_2	CBM 50	1
Ustma2_2	CE 1	1
Ustma2_2	CE 4	7
Ustma2_2	CE 5	3
Ustma2_2	CE 8	1
Ustma2_2	CE 9	1
Ustma2_2	Expansins	11
Ustma2_2	GH 10	2
Ustma2_2	GH 105	1
Ustma2_2	GH 11	1
Ustma2_2	GH 115	1
Ustma2_2	GH 125	1
Ustma2_2	GH 128	5
Ustma2_2	GH 13	5
Ustma2_2	GH 133 	1
Ustma2_2	GH 135	1
Ustma2_2	GH 15	1
Ustma2_2	GH 16	21
Ustma2_2	GH 17	2
Ustma2_2	GH 18	3
Ustma2_2	GH 2	1
Ustma2_2	GH 20	2
Ustma2_2	GH 23	1
Ustma2_2	GH 25	1
Ustma2_2	GH 26	1
Ustma2_2	GH 27	1
Ustma2_2	GH 28	1
Ustma2_2	GH 3	3
Ustma2_2	GH 30	2
Ustma2_2	GH 31	3
Ustma2_2	GH 32	2
Ustma2_2	GH 35	1
Ustma2_2	GH 36	1
Ustma2_2	GH 37	2
Ustma2_2	GH 38	2
Ustma2_2	GH 42	1
Ustma2_2	GH 43	4
Ustma2_2	GH 45	4
Ustma2_2	GH 47	3
Ustma2_2	GH 5	12
Ustma2_2	GH 51	2
Ustma2_2	GH 55	1
Ustma2_2	GH 62	1
Ustma2_2	GH 63	1
Ustma2_2	GH 72	1
Ustma2_2	GH 76	1
Ustma2_2	GH 79	1
Ustma2_2	GH 8	1
Ustma2_2	GH 85	1
Ustma2_2	GH 85 	1
Ustma2_2	GH 9	1
Ustma2_2	GH 92	3
Ustma2_2	GT 1	6
Ustma2_2	GT 15	2
Ustma2_2	GT 17	1
Ustma2_2	GT 2	14
Ustma2_2	GT 2 	1
Ustma2_2	GT 20	3
Ustma2_2	GT 21	1
Ustma2_2	GT 22	4
Ustma2_2	GT 24	1
Ustma2_2	GT 3	1
Ustma2_2	GT 31	3
Ustma2_2	GT 32	2
Ustma2_2	GT 33	1
Ustma2_2	GT 39	3
Ustma2_2	GT 4	4
Ustma2_2	GT 41	1
Ustma2_2	GT 48	1
Ustma2_2	GT 50	1
Ustma2_2	GT 57	2
Ustma2_2	GT 58	1
Ustma2_2	GT 59	1
Ustma2_2	GT 66	1
Ustma2_2	GT 69	3
Ustma2_2	GT 71	2
Ustma2_2	GT 76	1
Ustma2_2	GT 8	2
Ustma2_2	GT 90	2
Ustma2_2	PL 1	1
Ustma2_2	PL 35	1
Veral1	AA 1	5
Veral1	AA 11	2
Veral1	AA 12	3
Veral1	AA 13 	1
Veral1	AA 16	2
Veral1	AA 2	3
Veral1	AA 3	26
Veral1	AA 4	1
Veral1	AA 5	2
Veral1	AA 6	1
Veral1	AA 7	1
Veral1	AA 8	2
Veral1	AA 9	19
Veral1	AA 9 	3
Veral1	CBM 1	9
Veral1	CBM 1 	11
Veral1	CBM 18	3
Veral1	CBM 18 	18
Veral1	CBM 20	1
Veral1	CBM 20 	3
Veral1	CBM 21	1
Veral1	CBM 24 	5
Veral1	CBM 35 	4
Veral1	CBM 38 	1
Veral1	CBM 42 	2
Veral1	CBM 43 	1
Veral1	CBM 48	1
Veral1	CBM 48 	1
Veral1	CBM 50	7
Veral1	CBM 50 	16
Veral1	CBM 63 	1
Veral1	CBM 87 	2
Veral1	CBM 91 	8
Veral1	CE 1	3
Veral1	CE 12	4
Veral1	CE 15	1
Veral1	CE 16	2
Veral1	CE 18	2
Veral1	CE 2	1
Veral1	CE 3	3
Veral1	CE 4	8
Veral1	CE 5	15
Veral1	CE 8	4
Veral1	CE 8 	3
Veral1	CE 9	1
Veral1	Expansins	5
Veral1	GH 1	4
Veral1	GH 10	4
Veral1	GH 105	3
Veral1	GH 106	1
Veral1	GH 11	4
Veral1	GH 114	2
Veral1	GH 115	3
Veral1	GH 12	5
Veral1	GH 125	1
Veral1	GH 128	3
Veral1	GH 13	9
Veral1	GH 131	2
Veral1	GH 132	2
Veral1	GH 133	1
Veral1	GH 134	1
Veral1	GH 136	2
Veral1	GH 146	1
Veral1	GH 15	4
Veral1	GH 152	1
Veral1	GH 154	3
Veral1	GH 16	13
Veral1	GH 17	7
Veral1	GH 18	15
Veral1	GH 2	6
Veral1	GH 20	3
Veral1	GH 24	1
Veral1	GH 26	1
Veral1	GH 27	6
Veral1	GH 28	13
Veral1	GH 3	23
Veral1	GH 30	1
Veral1	GH 31	8
Veral1	GH 32	3
Veral1	GH 33	1
Veral1	GH 35	5
Veral1	GH 36	2
Veral1	GH 37	2
Veral1	GH 38	2
Veral1	GH 39	1
Veral1	GH 43	23
Veral1	GH 45	1
Veral1	GH 47	7
Veral1	GH 49	1
Veral1	GH 5	14
Veral1	GH 51	2
Veral1	GH 53	1
Veral1	GH 54	1
Veral1	GH 55	3
Veral1	GH 6	4
Veral1	GH 63	1
Veral1	GH 64	2
Veral1	GH 67	1
Veral1	GH 7	6
Veral1	GH 71	2
Veral1	GH 72	4
Veral1	GH 74	2
Veral1	GH 75	1
Veral1	GH 76	7
Veral1	GH 78	11
Veral1	GH 79	2
Veral1	GH 81	2
Veral1	GH 88	4
Veral1	GH 92	3
Veral1	GH 93	1
Veral1	GH 95	3
Veral1	GT 1	11
Veral1	GT 15	4
Veral1	GT 2	17
Veral1	GT 2 	2
Veral1	GT 20	3
Veral1	GT 21	1
Veral1	GT 22	3
Veral1	GT 24	1
Veral1	GT 3	1
Veral1	GT 31	8
Veral1	GT 32	2
Veral1	GT 33	1
Veral1	GT 34	5
Veral1	GT 35	1
Veral1	GT 39	3
Veral1	GT 4	6
Veral1	GT 41	2
Veral1	GT 48	4
Veral1	GT 50	1
Veral1	GT 57	2
Veral1	GT 58	1
Veral1	GT 59	1
Veral1	GT 62	3
Veral1	GT 64	2
Veral1	GT 66	1
Veral1	GT 69	2
Veral1	GT 76	1
Veral1	GT 8	4
Veral1	GT 90	5
Veral1	PL 1	16
Veral1	PL 11	1
Veral1	PL 26	1
Veral1	PL 3	12
Veral1	PL 4	4
Veral1	PL 42	1
Veral1	PL 9	2
Verda1	AA 1	5
Verda1	AA 11	2
Verda1	AA 12	3
Verda1	AA 13 	1
Verda1	AA 16	2
Verda1	AA 2	4
Verda1	AA 3	23
Verda1	AA 5	2
Verda1	AA 6	1
Verda1	AA 7	1
Verda1	AA 8	1
Verda1	AA 8 	1
Verda1	AA 9	24
Verda1	AA 9 	3
Verda1	CBM 1	9
Verda1	CBM 1 	17
Verda1	CBM 18	3
Verda1	CBM 18 	22
Verda1	CBM 20	1
Verda1	CBM 20 	3
Verda1	CBM 24 	6
Verda1	CBM 35 	4
Verda1	CBM 38 	1
Verda1	CBM 42 	2
Verda1	CBM 43 	1
Verda1	CBM 48	3
Verda1	CBM 48 	1
Verda1	CBM 50	5
Verda1	CBM 50 	13
Verda1	CBM 63 	1
Verda1	CBM 87 	2
Verda1	CBM 91 	9
Verda1	CE 1	4
Verda1	CE 12	4
Verda1	CE 15	1
Verda1	CE 16	2
Verda1	CE 18	2
Verda1	CE 3	3
Verda1	CE 4	8
Verda1	CE 5	14
Verda1	CE 8	4
Verda1	CE 8 	4
Verda1	CE 9	1
Verda1	Expansins	5
Verda1	GH 1	3
Verda1	GH 10	4
Verda1	GH 105	4
Verda1	GH 106	1
Verda1	GH 11	5
Verda1	GH 114	3
Verda1	GH 115	3
Verda1	GH 12	6
Verda1	GH 125	1
Verda1	GH 128	4
Verda1	GH 13	8
Verda1	GH 131	2
Verda1	GH 132	2
Verda1	GH 133 	1
Verda1	GH 135	1
Verda1	GH 136	1
Verda1	GH 146	1
Verda1	GH 15	4
Verda1	GH 152	1
Verda1	GH 154	3
Verda1	GH 16	12
Verda1	GH 17	7
Verda1	GH 18	20
Verda1	GH 2	6
Verda1	GH 20	3
Verda1	GH 24	1
Verda1	GH 26	1
Verda1	GH 27	5
Verda1	GH 28	12
Verda1	GH 3	17
Verda1	GH 30	1
Verda1	GH 31	9
Verda1	GH 32	3
Verda1	GH 33	1
Verda1	GH 35	5
Verda1	GH 36	1
Verda1	GH 37	2
Verda1	GH 38	2
Verda1	GH 39	1
Verda1	GH 43	21
Verda1	GH 43 	1
Verda1	GH 45	2
Verda1	GH 47	8
Verda1	GH 49	1
Verda1	GH 5	14
Verda1	GH 51	2
Verda1	GH 53	1
Verda1	GH 54	1
Verda1	GH 55	3
Verda1	GH 6	4
Verda1	GH 63	1
Verda1	GH 64	2
Verda1	GH 67	1
Verda1	GH 7	6
Verda1	GH 71	2
Verda1	GH 72	4
Verda1	GH 74	2
Verda1	GH 75	1
Verda1	GH 76	7
Verda1	GH 78	10
Verda1	GH 79	2
Verda1	GH 81	2
Verda1	GH 88	4
Verda1	GH 92	3
Verda1	GH 93	1
Verda1	GH 95	2
Verda1	GT 1	12
Verda1	GT 15	5
Verda1	GT 2	17
Verda1	GT 2 	2
Verda1	GT 20	3
Verda1	GT 21	1
Verda1	GT 22	4
Verda1	GT 24	1
Verda1	GT 3	1
Verda1	GT 31	9
Verda1	GT 32	3
Verda1	GT 33	1
Verda1	GT 34	4
Verda1	GT 35	1
Verda1	GT 39	3
Verda1	GT 4	6
Verda1	GT 41	1
Verda1	GT 48	2
Verda1	GT 50	1
Verda1	GT 57	2
Verda1	GT 58	1
Verda1	GT 59	1
Verda1	GT 61	1
Verda1	GT 62	3
Verda1	GT 64	2
Verda1	GT 66	1
Verda1	GT 69	2
Verda1	GT 76	1
Verda1	GT 8	4
Verda1	GT 90	7
Verda1	PL 1	17
Verda1	PL 11	1
Verda1	PL 26	1
Verda1	PL 3	11
Verda1	PL 4	4
Verda1	PL 9	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	2.4.1.-	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	2.4.1.109	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	2.4.1.131	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	2.4.1.15	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	2.4.1.16	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	2.4.1.374	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	3.2.1.14	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	3.2.1.20	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	3.2.1.39	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	3.2.1.84	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	AA1_2	5
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	AA2	9
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	AA3_1	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	AA4	3
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	AA5	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	AA6	4
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	AA7	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	CBM13	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	CBM18	6
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	CBM21	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	CBM43	3
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	CBM48	3
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	CBM50	4
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	CE0	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	CE4	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	CE5	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	CE9	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH0	4
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH1	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH125	3
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH13	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH130	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH132	3
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH133	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH13_11	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH13_17	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH13_25	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH13_26	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH13_31	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH13_40	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH13_8	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH15	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH16_18	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH16_19	5
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH16_2	4
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH16_20	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH17	5
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH18	6
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH2	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH20	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH3	6
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH31	3
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH37	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH38	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH43_30	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH47	5
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH51	2
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH55	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH5_12	6
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH5_49	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH5_9	4
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH63	1
Candida_albicans_SC5314_GeneCatalog_proteins_20160604.aa	GH65	1
